"stream"	"patch"	"mother_pl_id_old"	"mother_pl_id_new"	"offspring_id_new"	"corrected"	"diam_fl_mean"	"first_fl"	"last_fl"	"first_bud"	"last_bud"	"peak_fl"	"mean_fl"	"dur_fl"	"temp_ori"
"522"	"Main"	"2"	"857"	"857"	"6"	"NO"	6	2017-06-02	2017-06-09	2017-05-28	2017-06-09	2017-06-02	17322.5	7	22.6
"523"	"Main"	"2"	"857"	"857"	"1"	"NO"	NA	NA	NA	2017-06-02	2017-06-02	NA	NA	NA	22.6
"524"	"Main"	"2"	"857"	"857"	"3"	"NO"	7	2017-05-28	2017-06-16	2017-05-28	2017-06-09	2017-06-09	17323.5	19	22.6
"525"	"Main"	"2"	"857"	"857"	"7"	"NO"	NA	2017-05-28	2017-06-09	2017-05-28	2017-06-09	2017-06-02	17320	12	22.6
"526"	"Main"	"2"	"857"	"857"	"2"	"NO"	6.5	2017-06-09	2017-06-09	2017-06-09	2017-06-09	2017-06-09	17326	0	22.6
"527"	"Main"	"2"	"857"	"857"	"4"	"NO"	6.66666666666667	2017-05-24	2017-06-09	2017-05-24	2017-06-09	2017-06-09	17318	16	22.6
"528"	"Main"	"2"	"857"	"857"	"8"	"NO"	NA	2017-06-09	2017-06-09	2017-06-09	2017-06-09	2017-06-09	17326	0	22.6
"529"	"Park"	"2"	"867"	"867"	"2"	"NO"	6	2017-05-24	2017-06-16	2017-05-24	2017-06-16	2017-06-02	17321.5	23	12.7
"530"	"Park"	"2"	"867"	"867"	"5"	"NO"	NA	2017-06-02	2017-06-19	2017-06-02	2017-06-09	2017-06-16	17327.5	17	12.7
"531"	"Park"	"2"	"867"	"867"	"4"	"NO"	6	2017-05-18	2017-06-16	2017-05-11	2017-06-02	2017-05-28	17318.5	29	12.7
"532"	"Park"	"2"	"867"	"867"	"8"	"NO"	8	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-02	17320	12	12.7
"533"	"Park"	"2"	"867"	"867"	"1"	"NO"	6.5	2017-05-24	2017-06-16	2017-05-21	2017-06-16	2017-06-09	17321.5	23	12.7
"534"	"Park"	"2"	"867"	"867"	"7"	"NO"	8	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-16	17323.5	19	12.7
"535"	"Park"	"2"	"867"	"867"	"10"	"NO"	6	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-02	17320	12	12.7
"536"	"Main"	"1"	"871"	"871"	"5"	"NO"	NA	2017-06-09	2017-06-09	2017-06-09	2017-06-16	2017-06-09	17326	0	23.8
"537"	"Main"	"1"	"871"	"871"	"1"	"NO"	NA	2017-06-02	2017-06-19	2017-06-02	2017-06-16	2017-06-16	17327.5	17	23.8
"538"	"Main"	"1"	"871"	"871"	"6"	"NO"	8.33333333333333	2017-05-28	2017-06-19	2017-05-28	2017-06-16	2017-06-19	17325	22	23.8
"539"	"Main"	"1"	"871"	"871"	"9"	"NO"	8.66666666666667	2017-05-28	2017-06-19	2017-05-28	2017-06-16	2017-06-19	17325	22	23.8
"540"	"Park"	"5"	"913"	"913"	"3"	"NO"	NA	2017-05-18	2017-06-09	2017-05-11	2017-06-09	2017-05-24	17315	22	16.2
"541"	"Park"	"5"	"913"	"913"	"4"	"NO"	7	2017-05-21	2017-06-02	2017-05-21	2017-06-02	2017-05-28	17313	12	16.2
"542"	"Park"	"5"	"913"	"913"	"1"	"NO"	6.33333333333333	2017-05-18	2017-06-02	2017-05-18	2017-06-02	2017-05-28	17311.5	15	16.2
"543"	"Park"	"5"	"913"	"913"	"8"	"NO"	NA	2017-05-18	2017-05-28	2017-05-18	2017-06-02	2017-05-18	17309	10	16.2
"544"	"WS"	"4"	"927"	"927"	"1"	"NO"	7.33333333333333	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-02	17320	12	33.7
"545"	"WS"	"4"	"927"	"927"	"7"	"NO"	6.66666666666667	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-16	17329.5	7	33.7
"546"	"WS"	"4"	"927"	"927"	"8"	"NO"	6	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-02	17320	12	33.7
"547"	"WS"	"4"	"927"	"927"	"4"	"NO"	6.5	2017-06-09	2017-06-09	NA	NA	2017-06-09	17326	0	33.7
"548"	"WS"	"4"	"927"	"927"	"9"	"NO"	NA	NA	NA	2017-05-28	2017-06-09	NA	NA	NA	33.7
"549"	"WS"	"4"	"927"	"927"	"5"	"NO"	6.5	2017-06-09	2017-06-16	2017-06-16	2017-06-16	2017-06-16	17329.5	7	33.7
"550"	"WS"	"4"	"927"	"927"	"6"	"NO"	NA	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-09	17329.5	7	33.7
"551"	"WS"	"4"	"927"	"927"	"2"	"NO"	NA	2017-06-09	2017-06-09	2017-06-02	2017-06-02	2017-06-09	17326	0	33.7
"552"	"Main"	"11"	"964"	"964"	"10"	"NO"	5.83333333333333	2017-05-24	2017-06-16	2017-05-28	2017-06-09	2017-06-16	17321.5	23	15.4
"553"	"Main"	"11"	"964"	"964"	"4"	"NO"	NA	2017-05-24	2017-06-09	2017-05-21	2017-06-09	2017-05-28	17318	16	15.4
"554"	"Main"	"11"	"964"	"964"	"9"	"NO"	6.66666666666667	2017-05-24	2017-06-16	2017-05-18	2017-06-09	2017-06-02	17321.5	23	15.4
"555"	"Main"	"11"	"964"	"964"	"6"	"NO"	NA	2017-06-09	2017-06-16	2017-05-24	2017-06-09	2017-06-09	17329.5	7	15.4
"556"	"Main"	"11"	"964"	"964"	"2"	"NO"	NA	2017-06-02	2017-06-02	2017-06-02	2017-06-09	2017-06-02	17319	0	15.4
"557"	"Main"	"11"	"964"	"964"	"8"	"NO"	NA	2017-05-24	2017-06-09	2017-05-21	2017-06-09	2017-05-24	17318	16	15.4
"558"	"Main"	"11"	"964"	"964"	"1"	"NO"	NA	2017-05-24	2017-06-09	2017-05-28	2017-06-09	2017-05-24	17318	16	15.4
"559"	"Park"	"3"	"983"	"983"	"7"	"NO"	5.5	2017-05-21	2017-06-09	2017-05-21	2017-06-09	2017-05-28	17316.5	19	15.9
"560"	"Park"	"3"	"983"	"983"	"3"	"NO"	8.66666666666667	2017-05-24	2017-06-16	2017-05-24	2017-06-16	2017-06-09	17321.5	23	15.9
"561"	"Park"	"3"	"983"	"983"	"9"	"NO"	NA	2017-06-02	2017-06-02	NA	NA	2017-06-02	17319	0	15.9
"562"	"Park"	"3"	"983"	"983"	"6"	"NO"	6.83333333333333	2017-05-24	2017-06-09	2017-05-24	2017-06-02	2017-06-02	17318	16	15.9
"563"	"Park"	"3"	"983"	"983"	"2"	"NO"	NA	2017-05-28	2017-06-02	2017-05-28	2017-06-02	2017-06-02	17316.5	5	15.9
"564"	"Park"	"3"	"983"	"983"	"1"	"NO"	6.83333333333333	2017-05-24	2017-06-02	2017-05-24	2017-06-02	2017-05-28	17314.5	9	15.9
"565"	"Park"	"3"	"983"	"983"	"5"	"NO"	NA	2017-05-21	2017-06-02	2017-05-21	2017-06-02	2017-05-21	17313	12	15.9
"566"	"Park"	"3"	"983"	"983"	"8"	"NO"	NA	2017-06-09	2017-06-09	NA	NA	2017-06-09	17326	0	15.9
"567"	"Park"	"3"	"983"	"983"	"4"	"NO"	6.5	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-05-28	17320	12	15.9
"568"	"Park"	"3"	"983"	"983"	"10"	"NO"	NA	2017-05-21	2017-05-28	2017-05-21	2017-06-02	2017-05-21	17310.5	7	15.9
