record	id	plot	x	y	peak	comments	date	temp	stage
5	H346	H09					26/06/2017		B2
5	H347	H09					26/06/2017		B3
5	H348	H09					26/06/2017		VL
5	H349	H09					26/06/2017		B3
5	H350	H09					26/06/2017		B2
5	H351	H09					26/06/2017		VL
5	H352	H09					26/06/2017		B4
5	H353	H09					26/06/2017		B4
5	H354	H09					26/06/2017		FL
5	H355	H09					26/06/2017		B3
5	H356	H09					26/06/2017		FL
5	H357	H09					26/06/2017		B4
5	H358	H09					26/06/2017		B4
5	H359	H09					26/06/2017		W
5	H360	H09					26/06/2017		B4
5	H361	H09					26/06/2017		B2
5	H362	H09					26/06/2017		VL
5	H363	H09					26/06/2017		B4
5	H364	H09					26/06/2017		VS
5	H365	H09					26/06/2017		FL
5	H366	H09					26/06/2017		B4
5	H367	H09					26/06/2017		VS
5	H368	H09					26/06/2017		VS
5	H370	H09					26/06/2017		FL
5	H371	H09					26/06/2017		VL
5	H372	H09					26/06/2017		B3
5	H373	H09					26/06/2017		B3
5	H374	H09					26/06/2017		VS
5	H375	H09					26/06/2017		X
5	H376	H10					23/06/2017		X
5	H377	H10					23/06/2017		VL
5	H378	H10					23/06/2017		B4
5	H379	H10					23/06/2017		B1
5	H380	H10					23/06/2017		B4
5	H381	H10					23/06/2017		VL
5	H382	H10					23/06/2017		VL
5	H383	H10					23/06/2017		VL
5	H384	H10					23/06/2017		B4
5	H385	H10					23/06/2017		FL
5	H386	H10					23/06/2017		B1
5	H387	H10					23/06/2017		W
5	H388	H10					23/06/2017		VL
5	H389	H10					23/06/2017		VS
5	H390	H10					23/06/2017		B4
5	H391	H10					23/06/2017		B4
5	H392	H10					23/06/2017		B3
5	H393	H10					23/06/2017		B4
5	H394	H10					23/06/2017		B3
5	H395	H10					23/06/2017		B3
5	H396	H10					23/06/2017		B3
5	H397	H10					23/06/2017		FL
5	H398	H10					23/06/2017		VL
5	H399	H10					23/06/2017		W
5	H800	H10					23/06/2017		B4
5	H801	H10					23/06/2017		B1
5	H802	H10					23/06/2017		FL
5	H803	H10					23/06/2017		X
5	H804	H10					23/06/2017		B4
5	H805	H10					23/06/2017		X
5	H806	H13					23/06/2017		B4
5	H807	H13					23/06/2017		B2
5	H808	H13					23/06/2017		VL
5	H809	H13					23/06/2017		B4/G
5	H810	H13					23/06/2017		D
5	H811	H13					23/06/2017		B4
5	H812	H13					23/06/2017		B3
5	H813	H13					23/06/2017		B4
5	H814	H13					23/06/2017		B2
5	H815	H13					23/06/2017		B4
5	H816	H13					23/06/2017		B4
5	H817	H13					23/06/2017		W
5	H818	H13					23/06/2017		B4/G
5	H819	H13					23/06/2017		W
5	H820	H13					23/06/2017		W
5	H821	H13					23/06/2017		VL
5	H822	H13					23/06/2017		W
5	H823	H13					23/06/2017		B2
5	H824	H13					23/06/2017		B4
5	H825	H13					23/06/2017		D
5	H826	H13					23/06/2017		VS
5	H827	H13					23/06/2017		W
5	H828	H13					23/06/2017		W
5	H829	H13					23/06/2017		SG
5	H830	H13					23/06/2017		B3/G
5	H831	H13					23/06/2017		VS
5	H832	H13					23/06/2017		VS
5	H833	H13					23/06/2017		B4/G
5	H834	HC1					11/07/2017		W
5	H835	HC1					11/07/2017		W
5	H836	HC1					11/07/2017		VL
5	H837	HC1					11/07/2017		W
5	H838	HC1					11/07/2017		W
5	H839	HC1					11/07/2017		W
5	H840	HC1					11/07/2017		W
5	H841	HC1					11/07/2017		W
5	H842	HC1					11/07/2017		W
5	H843	HC1					11/07/2017		W100
5	H844	HC1					11/07/2017		W
5	H845	HC1					11/07/2017		W
5	H846	HC1					11/07/2017		W
5	H847	HC1					11/07/2017		W
5	H848	HC1					11/07/2017		X
5	H849	HC1					11/07/2017		VL
5	H850	HC1					11/07/2017		W
5	H851	HC1					11/07/2017		X
5	H852	HC1					11/07/2017		X
5	H853	HC1					11/07/2017		W
5	H854	HC1					11/07/2017		FL
5	H855	HC1					11/07/2017		B2
5	H856	HC1					11/07/2017		VL
5	H857	HC1					11/07/2017		W100
5	H858	HC1					11/07/2017		W
5	H859	HC1					11/07/2017		W
5	H860	HC1					11/07/2017		B2
5	H861	HC1					11/07/2017		W
5	H862	HC1					11/07/2017		B3
5	H863	HC1					11/07/2017		W100
5	H864	HC2a					11/07/2017		W100
5	H865	HC2a					11/07/2017		VL
5	H866	HC2a					11/07/2017		W
5	H867	HC2a					11/07/2017		VL
5	H868	HC2a					11/07/2017		VL
5	H869	HC2a					11/07/2017		W100
5	H870	HC2a					11/07/2017		W
5	H871	HC2a					11/07/2017		W
5	H872	HC2a					11/07/2017		W
5	H873	HC2a					11/07/2017		W
5	H874	HC2a					11/07/2017		W100
5	H875	HC2a					11/07/2017		W
5	H876	HC2a					11/07/2017		VL
5	H877	HC2a					11/07/2017		VL
5	H878	HC2a					11/07/2017		W
5	H879	HC2a					11/07/2017		W
5	H880	HC2a					11/07/2017		W
5	H881	HC2a					11/07/2017		W
5	H882	HC2a					11/07/2017		W
5	H883	HC2a					11/07/2017		W
5	H884	HC2a					11/07/2017		W100
5	H885	HC2a					11/07/2017		W
5	H886	HC2b					11/07/2017		VL
5	H887	HC2b					11/07/2017		VL
5	H888	HC2b					11/07/2017		SG
5	H889	HC2b					11/07/2017		W
5	H890	HC2b					11/07/2017		VL
5	H891	HC2b					11/07/2017		W
5	H892	HC2b					11/07/2017		W
5	H893	HC2b					11/07/2017		VL
5	H894	HC4					11/07/2017		W
5	H895	HC4					11/07/2017		W
5	H896	HC4					11/07/2017		W100
5	H897	HC4					11/07/2017		X
5	H898	HC4					11/07/2017		W100
5	H899	HC4					11/07/2017		W100
5	H1100	HC4					11/07/2017		W
5	H1101	HC4					11/07/2017		W
5	H1102	HC4					11/07/2017		W
5	H1103	HC4					11/07/2017		W
5	H1104	HC4					11/07/2017		B3
5	H1105	HC4					11/07/2017		VL
5	H1106	HC4					11/07/2017		B2
5	H1107	HC4					11/07/2017		W100
5	H1108	HC4					11/07/2017		W
5	H1109	HC4					11/07/2017		W
5	H1110	HC4					11/07/2017		W100
5	H1111	HC4					11/07/2017		W100
5	H1113	HC4					11/07/2017		FL100
5	H1114	HC4					11/07/2017		VL
5	H1115	HC4					11/07/2017		FL100
5	H1116	HC4					11/07/2017		W100
5	H1117	HC4					11/07/2017		W
5	H1118	HC4					11/07/2017		W100
5	H1119	HC4					11/07/2017		W
5	H1120	HC4					11/07/2017		X
5	H1121	HC4					11/07/2017		B3
5	H1122	HC4					11/07/2017		W100
5	H1123	HC4					11/07/2017		W100
5	H1124	HC5					11/07/2017		W
5	H1125	HC5					11/07/2017		FL100
5	H1126	HC5					11/07/2017		B1
5	H1127	HC5					11/07/2017		VL
5	H1128	HC5					11/07/2017		VL
5	H1129	HC5					11/07/2017		W100
5	H1130	HC5					11/07/2017		W100
5	H1131	HC5					11/07/2017		VS
5	H1132	HC5					11/07/2017		W
5	H1133	HC5					11/07/2017		W
5	H1134	HC5					11/07/2017		W
5	H1135	HC5					11/07/2017		W
5	H1136	HC5					11/07/2017		W
5	H1137	HC5					11/07/2017		W
5	H1138	HC5					11/07/2017		W100
5	H1139	HC5					11/07/2017		B2
5	H1140	HC5					11/07/2017		W
5	H1141	HC5					11/07/2017		VL
5	H1142	HC5					11/07/2017		W
5	H1143	HC5					11/07/2017		VL
5	H1144	HC5					11/07/2017		W
5	H1145	HC5					11/07/2017		VL
5	H1146	HC5					11/07/2017		W
5	H1147	HC5					11/07/2017		W
5	H1148	HC5					11/07/2017		VL
5	H1149	HC5					11/07/2017		W
5	H1150	HC5					11/07/2017		W100
5	H1151	HC5					11/07/2017		W
5	H1152	HC5					11/07/2017		VL
5	H1153	HC5					11/07/2017		W100
5	H1154	HC6					11/07/2017		W50
5	H1155	HC6					11/07/2017		W100
5	H1156	HC6					11/07/2017		W100
5	H1157	HC6					11/07/2017		VS
5	H1158	HC6					11/07/2017		W100
5	H1160	HC6					11/07/2017		VS
5	H1161	HC6					11/07/2017		VS
5	H1162	HC6					11/07/2017		W50
5	H1165	HC6					11/07/2017		VS
5	H1166	HC6					11/07/2017		VS
5	H1168	HC6					11/07/2017		W50
5	H1169	HC6					11/07/2017		W100
5	H1170	HC6					11/07/2017		VS
5	H1171	HC6					11/07/2017		W50
5	H1172	HC6					11/07/2017		W50
5	H1173	HC6					11/07/2017		W50
5	H1176	HC6					11/07/2017		VS
5	H1177	HC6					11/07/2017		W50
5	H1178	HC6					11/07/2017		W50
5	H1179	HC6					11/07/2017		VS
5	H1181	HC6					11/07/2017		VL
5	H1182	HC6					11/07/2017		W50
5	H1183	HC6					11/07/2017		W50
6	H1	H01					29/06/2017		W
6	H2	H01					29/06/2017		B1
6	H3	H01					29/06/2017		B2
6	H4	H01					29/06/2017		W
6	H5	H01					29/06/2017		W
6	H6	H01					29/06/2017		W
6	H7	H01					29/06/2017		W
6	H8	H01					29/06/2017		W
6	H9	H01					29/06/2017		VS
6	H10	H01					29/06/2017		VS
6	H11	H01					29/06/2017		VS
6	H12	H01					29/06/2017		W
6	H13	H01					29/06/2017		W
6	H14	H01					29/06/2017		W
6	H15	H01					29/06/2017		VS
6	H16	H01					29/06/2017		X
6	H17	H01					29/06/2017		B4
6	H18	H01					29/06/2017		VL
6	H19	H01					29/06/2017		W
6	H20	H01					29/06/2017		W
6	H21	H01					29/06/2017		W
6	H22	H01					29/06/2017		B4
6	H23	H01					29/06/2017		B4
6	H24	H01					29/06/2017		W
6	H25	H01					29/06/2017		B2
6	H26	H01					29/06/2017		W
6	H27	H01					29/06/2017		SG
6	H28	H01					29/06/2017		W
6	H29	H01					29/06/2017		X
6	H30	H01					29/06/2017		X
6	H31	H02					29/06/2017		SG
6	H32	H02					29/06/2017		W
6	H33	H02					29/06/2017		B2
6	H34	H02					29/06/2017		FL
6	H35	H02					29/06/2017		B4
6	H36	H02					29/06/2017		D
6	H37	H02					29/06/2017		W
6	H38	H02					29/06/2017		FL
6	H39	H02					29/06/2017		W
6	H40	H02					29/06/2017		FL
6	H41	H02					29/06/2017		VL
6	H42	H02					29/06/2017		VL
6	H43	H02					29/06/2017		VL
6	H44	H02					29/06/2017		VL
6	H45	H02					29/06/2017		VL
6	H46	H02					29/06/2017		B1
6	H47	H02					29/06/2017		B1
6	H48	H02					29/06/2017		FL
6	H49	H02					29/06/2017		FL
6	H50	H02					29/06/2017		W
6	H51	H02					29/06/2017		B3
6	H52	H02					29/06/2017		X
6	H53	H02					29/06/2017		B4
6	H54	H02					29/06/2017		VL
6	H55	H02					29/06/2017		W
6	H56	H02					29/06/2017		W
6	H57	H02					29/06/2017		FL
6	H58	H02					29/06/2017		VL
6	H59	H02					29/06/2017		SG
6	H60	H02					29/06/2017		B1
6	H61	H03					29/06/2017		W
6	H62	H03					29/06/2017		FL
6	H63	H03					29/06/2017		B4
6	H64	H03					29/06/2017		VL
6	H65	H03					29/06/2017		B2
6	H66	H03					29/06/2017		VL
6	H67	H03					29/06/2017		B3
6	H68	H03					29/06/2017		FL
6	H69	H03					29/06/2017		B4
6	H70	H03					29/06/2017		W
6	H71	H03					29/06/2017		FL
6	H72	H03					29/06/2017		W
6	H73	H03					29/06/2017		B3
6	H74	H03					29/06/2017		FL
6	H75	H03					29/06/2017		FL
6	H76	H03					29/06/2017		B4
6	H77	H03					29/06/2017		VL
6	H78	H03					29/06/2017		W
6	H79	H03					29/06/2017		W
6	H80	H03					29/06/2017		W
6	H81	H03					29/06/2017		W
6	H82	H03					29/06/2017		W
6	H83	H03					29/06/2017		B1
6	H84	H03					29/06/2017		FL
6	H85	H03					29/06/2017		X
6	H86	H03					29/06/2017		VL
6	H87	H03					29/06/2017		W
6	H88	H03					29/06/2017		W
6	H89	H03					29/06/2017		W
6	H90	H03					29/06/2017		W
6	H91	H04					29/06/2017		W
6	H92	H04					29/06/2017		B4
6	H93	H04					29/06/2017		FL
6	H94	H04					29/06/2017		VS
6	H95	H04					29/06/2017		X
6	H96	H04					29/06/2017		W
6	H97	H04					29/06/2017		VS
6	H98	H04					29/06/2017		VS
6	H99	H04					29/06/2017		FL
6	H400	H04					29/06/2017		B4
6	H401	H04					29/06/2017		W
6	H402	H04					29/06/2017		VL
6	H403	H04					29/06/2017		W
6	H404	H04					29/06/2017		FL
6	H405	H04					29/06/2017		W
6	H406	H04					29/06/2017		VL
6	H407	H04					29/06/2017		W
6	H408	H04					29/06/2017		W
6	H409	H04					29/06/2017		B2/G
6	H410	H04					29/06/2017		B1/G
6	H411	H04					29/06/2017		B2
6	H412	H04					29/06/2017		VL
6	H413	H04					29/06/2017		VL
6	H414	H04					29/06/2017		B4
6	H415	H04					29/06/2017		VS
6	H416	H04					29/06/2017		FL
6	H417	H04					29/06/2017		VS
6	H418	H04					29/06/2017		W
6	H419	H04					29/06/2017		VS
6	H420	H05					29/06/2017		FL
6	H421	H05					29/06/2017		W
6	H422	H05					29/06/2017		W/G
6	H423	H05					29/06/2017		W
6	H424	H05					29/06/2017		FL/G
6	H425	H05					29/06/2017		B3
6	H426	H05					29/06/2017		B1/G
6	H427	H05					29/06/2017		FL
6	H428	H05					29/06/2017		VL
6	H429	H05					29/06/2017		W
6	H430	H05					29/06/2017		X
6	H431	H05					29/06/2017		VS
6	H432	H05					29/06/2017		FL
6	H433	H05					29/06/2017		W
6	H434	H05					29/06/2017		B3
6	H435	H05					29/06/2017		W
6	H436	H05					29/06/2017		VL
6	H437	H05					29/06/2017		B3
6	H438	H05					29/06/2017		B4
6	H439	H05					29/06/2017		B3
6	H440	H05					29/06/2017		FL
6	H441	H05					29/06/2017		W
6	H442	H05					29/06/2017		B2
6	H443	H05					29/06/2017		FL
6	H444	H05					29/06/2017		B4/G
6	H445	H05					29/06/2017		VL
6	H446	H05					29/06/2017		FL
6	H447	H05					29/06/2017		B3
6	H448	H05					29/06/2017		FL
6	H449	H05					29/06/2017		W
6	H316	H08					29/06/2017		VL
6	H317	H08					29/06/2017		W
6	H318	H08					29/06/2017		VS
6	H319	H08					29/06/2017		B2
6	H320	H08					29/06/2017		W
6	H321	H08					29/06/2017		VL
6	H322	H08					29/06/2017		FL
6	H323	H08					29/06/2017		W
6	H324	H08					29/06/2017		VS
6	H325	H08					29/06/2017		VS
6	H326	H08					29/06/2017		VS
6	H327	H08					29/06/2017		VS
6	H328	H08					29/06/2017		X
6	H329	H08					29/06/2017		VL
6	H330	H08					29/06/2017		VL
6	H331	H08					29/06/2017		VL
6	H332	H08					29/06/2017		VL
6	H333	H08					29/06/2017		W
6	H334	H08					29/06/2017		W
6	H335	H08					29/06/2017		W
6	H336	H08					29/06/2017		FL
6	H337	H08					29/06/2017		W
6	H338	H08					29/06/2017		W
6	H339	H08					29/06/2017		VL
6	H340	H08					29/06/2017		W
6	H341	H08					29/06/2017		W
6	H342	H08					29/06/2017		B3
6	H343	H08					29/06/2017		VL
6	H344	H08					29/06/2017		W
6	H345	H08					29/06/2017		W
6	H346	H09					29/06/2017		FL
6	H347	H09					29/06/2017		W
6	H348	H09					29/06/2017		VS
6	H349	H09					29/06/2017		B4
6	H350	H09					29/06/2017		B2
6	H351	H09					29/06/2017		VL
6	H352	H09					29/06/2017		B4
6	H353	H09					29/06/2017		B4
6	H354	H09					29/06/2017		W
6	H355	H09					29/06/2017		B4
6	H356	H09					29/06/2017		B4
6	H357	H09					29/06/2017		B3
6	H358	H09					29/06/2017		FL
6	H359	H09					29/06/2017		W
6	H360	H09					29/06/2017		FL
6	H361	H09					29/06/2017		B2
6	H362	H09					29/06/2017		VS
6	H363	H09					29/06/2017		W
6	H364	H09					29/06/2017		D
6	H365	H09					29/06/2017		W
6	H366	H09					29/06/2017		W
6	H367	H09					29/06/2017		VS
6	H368	H09					29/06/2017		VS
6	H370	H09					29/06/2017		W
6	H371	H09					29/06/2017		VS
6	H372	H09					29/06/2017		B3
6	H373	H09					29/06/2017		FL
6	H374	H09					29/06/2017		VS
6	H375	H09					29/06/2017		X
6	H376	H10					29/06/2017		X
6	H377	H10					29/06/2017		VL
6	H378	H10					29/06/2017		W
6	H379	H10					29/06/2017		B1
6	H380	H10					29/06/2017		FL
6	H381	H10					29/06/2017		VL
6	H382	H10					29/06/2017		VL
6	H383	H10					29/06/2017		VL
6	H384	H10					29/06/2017		W
6	H385	H10					29/06/2017		FL
6	H386	H10					29/06/2017		B1
6	H387	H10					29/06/2017		W
6	H388	H10					29/06/2017		VL
6	H389	H10					29/06/2017		VL
6	H390	H10					29/06/2017		FL
6	H391	H10					29/06/2017		W
6	H392	H10					29/06/2017		W
6	H393	H10					29/06/2017		W
6	H394	H10					29/06/2017		VL
6	H395	H10					29/06/2017		B1
6	H396	H10					29/06/2017		FL
6	H397	H10					29/06/2017		wrong sp/
6	H398	H10					29/06/2017		VL
6	H399	H10					29/06/2017		W
6	H800	H10					29/06/2017		FL
6	H801	H10					29/06/2017		VL
6	H802	H10					29/06/2017		W
6	H803	H10					29/06/2017		X
6	H804	H10					29/06/2017		X
6	H805	H10					29/06/2017		X
6	H806	H13					29/06/2017		B3/G
6	H807	H13					29/06/2017		B3
6	H808	H13					29/06/2017		VL
6	H809	H13					29/06/2017		W
6	H810	H13					29/06/2017		W/G
6	H811	H13					29/06/2017		W
6	H812	H13					29/06/2017		X
6	H813	H13					29/06/2017		FL/G
6	H814	H13					29/06/2017		B4
6	H815	H13					29/06/2017		W/G
6	H816	H13					29/06/2017		W
6	H817	H13					29/06/2017		W/G
6	H818	H13					29/06/2017		W/G
6	H819	H13					29/06/2017		W/G
6	H820	H13					29/06/2017		W
6	H821	H13					29/06/2017		W
6	H822	H13					29/06/2017		W
6	H823	H13					29/06/2017		B2
6	H824	H13					29/06/2017		W
6	H825	H13					29/06/2017		X
6	H826	H13					29/06/2017		VL
6	H827	H13					29/06/2017		W/G
6	H828	H13					29/06/2017		W
6	H829	H13					29/06/2017		X
6	H830	H13					29/06/2017		W/G
6	H831	H13					29/06/2017		VS
6	H832	H13					29/06/2017		VS
6	H833	H13					29/06/2017		B3/G
6	H834	HC1					19/07/2017		W
6	H835	HC1					19/07/2017		FL100
6	H836	HC1					19/07/2017		VL
6	H837	HC1					19/07/2017		W100
6	H838	HC1					19/07/2017		W100
6	H839	HC1					19/07/2017		W100
6	H840	HC1					19/07/2017		W100
6	H841	HC1					19/07/2017		W100
6	H842	HC1					19/07/2017		W100
6	H843	HC1					19/07/2017		W100
6	H844	HC1					19/07/2017		W100
6	H845	HC1					19/07/2017		W
6	H846	HC1					19/07/2017		W100
6	H847	HC1					19/07/2017		W
6	H848	HC1					19/07/2017		W100
6	H849	HC1					19/07/2017		X/G
6	H850	HC1					19/07/2017		W
6	H851	HC1					19/07/2017		X
6	H852	HC1					19/07/2017		X
6	H853	HC1					19/07/2017		B3
6	H854	HC1					19/07/2017		W100
6	H855	HC1					19/07/2017		B3
6	H856	HC1					19/07/2017		VL
6	H857	HC1					19/07/2017		W100
6	H858	HC1					19/07/2017		W
6	H859	HC1					19/07/2017		W
6	H860	HC1					19/07/2017		B2
6	H861	HC1					19/07/2017		FL
6	H862	HC1					19/07/2017		B3
6	H863	HC1					19/07/2017		W100
6	H864	HC2a					19/07/2017		W100
6	H865	HC2a					19/07/2017		VL
6	H866	HC2a					19/07/2017		W
6	H867	HC2a					19/07/2017		VL
6	H868	HC2a					19/07/2017		VL
6	H869	HC2a					19/07/2017		W100
6	H870	HC2a					19/07/2017		W100
6	H871	HC2a					19/07/2017		W100
6	H872	HC2a					19/07/2017		W100
6	H873	HC2a					19/07/2017		W100
6	H874	HC2a					19/07/2017		W100
6	H875	HC2a					19/07/2017		W100
6	H876	HC2a					19/07/2017		VL
6	H877	HC2a					19/07/2017		VL
6	H878	HC2a					19/07/2017		W100
6	H879	HC2a					19/07/2017		W100
6	H880	HC2a					19/07/2017		W100
6	H881	HC2a					19/07/2017		W100
6	H882	HC2a					19/07/2017		W100
6	H883	HC2a					19/07/2017		W100
6	H884	HC2a					19/07/2017		W100
6	H885	HC2a					19/07/2017		W100
6	H886	HC2b					19/07/2017		G
6	H887	HC2b					19/07/2017		VS
6	H888	HC2b					19/07/2017		SG
6	H889	HC2b					19/07/2017		W100
6	H890	HC2b					19/07/2017		VS
6	H891	HC2b					19/07/2017		W100
6	H892	HC2b					19/07/2017		W
6	H893	HC2b					19/07/2017		VL
6	H894	HC4					19/07/2017		W
6	H895	HC4					19/07/2017		W
6	H896	HC4					19/07/2017		W100
6	H897	HC4					19/07/2017		X
6	H898	HC4					19/07/2017		W100
6	H899	HC4					19/07/2017		W100
6	H1100	HC4					19/07/2017		W/SG
6	H1101	HC4					19/07/2017		W100
6	H1102	HC4					19/07/2017		W
6	H1103	HC4					19/07/2017		W100
6	H1104	HC4					19/07/2017		B3
6	H1105	HC4					19/07/2017		VL
6	H1106	HC4					19/07/2017		W
6	H1107	HC4					19/07/2017		W100
6	H1108	HC4					19/07/2017		W10
6	H1109	HC4					19/07/2017		W100
6	H1110	HC4					19/07/2017		W100
6	H1111	HC4					19/07/2017		W100
6	H1113	HC4					19/07/2017		W100
6	H1114	HC4					19/07/2017		VS
6	H1115	HC4					19/07/2017		FL100
6	H1116	HC4					19/07/2017		W100
6	H1117	HC4					19/07/2017		W100
6	H1118	HC4					19/07/2017		W100
6	H1119	HC4					19/07/2017		W100
6	H1120	HC4					19/07/2017		X
6	H1121	HC4					19/07/2017		X
6	H1122	HC4					19/07/2017		W100
6	H1123	HC4					19/07/2017		W100
6	H1124	HC5					19/07/2017		W100
6	H1125	HC5					19/07/2017		W100
6	H1126	HC5					19/07/2017		B3
6	H1127	HC5					19/07/2017		VL
6	H1128	HC5					19/07/2017		B1
6	H1129	HC5					19/07/2017		W100
6	H1130	HC5					19/07/2017		W100
6	H1131	HC5					19/07/2017		VS
6	H1132	HC5					19/07/2017		W
6	H1133	HC5					19/07/2017		W100
6	H1134	HC5					19/07/2017		W100
6	H1135	HC5					19/07/2017		VS
6	H1136	HC5					19/07/2017		W
6	H1137	HC5					19/07/2017		W
6	H1138	HC5					19/07/2017		W100
6	H1139	HC5					19/07/2017		X
6	H1140	HC5					19/07/2017		W100
6	H1141	HC5					19/07/2017		VL
6	H1142	HC5					19/07/2017		W100
6	H1143	HC5					19/07/2017		VL
6	H1144	HC5					19/07/2017		W100
6	H1145	HC5					19/07/2017		VL
6	H1146	HC5					19/07/2017		G
6	H1147	HC5					19/07/2017		W100
6	H1148	HC5					19/07/2017		W100
6	H1149	HC5					19/07/2017		W
6	H1150	HC5					19/07/2017		W100
6	H1151	HC5					19/07/2017		W
6	H1152	HC5					19/07/2017		VL
6	H1153	HC5					19/07/2017		W100
6	H1154	HC6					19/07/2017		W100
6	H1155	HC6					19/07/2017		W100
6	H1156	HC6					19/07/2017		W100
6	H1157	HC6					19/07/2017		VS
6	H1158	HC6					19/07/2017		W100
6	H1160	HC6					19/07/2017		VS
6	H1161	HC6					19/07/2017		VS
6	H1162	HC6					19/07/2017		W
6	H1165	HC6					19/07/2017		VS
6	H1166	HC6					19/07/2017		VS
6	H1168	HC6					19/07/2017		W100
6	H1169	HC6					19/07/2017		W100
6	H1170	HC6					19/07/2017		W
6	H1171	HC6					19/07/2017		W100
6	H1172	HC6					19/07/2017		W100
6	H1173	HC6					19/07/2017		W100
6	H1176	HC6					19/07/2017		WRONG
6	H1177	HC6					19/07/2017		W
6	H1178	HC6					19/07/2017		W
6	H1179	HC6					19/07/2017		VS
6	H1181	HC6					19/07/2017		VL
6	H1182	HC6					19/07/2017		W100
6	H1183	HC6					19/07/2017		W
7	H1	H01					06/07/2017		W
7	H2	H01					06/07/2017		B1
7	H3	H01					06/07/2017		W
7	H4	H01					06/07/2017		W
7	H5	H01					06/07/2017		W
7	H6	H01					06/07/2017		W
7	H7	H01					06/07/2017		W
7	H8	H01					06/07/2017		W
7	H9	H01					06/07/2017		VL
7	H10	H01					06/07/2017		VL
7	H11	H01					06/07/2017		VL
7	H12	H01					06/07/2017		W
7	H13	H01					06/07/2017		W
7	H14	H01					06/07/2017		W
7	H15	H01					06/07/2017		VL
7	H16	H01					06/07/2017		G
7	H17	H01					06/07/2017		W
7	H18	H01					06/07/2017		VL
7	H19	H01					06/07/2017		W
7	H20	H01					06/07/2017		W
7	H21	H01					06/07/2017		W
7	H22	H01					06/07/2017		W
7	H23	H01					06/07/2017		W
7	H24	H01					06/07/2017		W
7	H25	H01					06/07/2017		B3
7	H26	H01					06/07/2017		W
7	H27	H01					06/07/2017		VL
7	H28	H01					06/07/2017		W
7	H29	H01					06/07/2017		X
7	H30	H01					06/07/2017		W
7	H31	H02					07/07/2017		SG
7	H32	H02					07/07/2017		W100
7	H33	H02					07/07/2017		FL
7	H34	H02					07/07/2017		W
7	H35	H02					07/07/2017		X
7	H36	H02					07/07/2017		G
7	H37	H02					07/07/2017		W
7	H38	H02					07/07/2017		W
7	H39	H02					07/07/2017		VL
7	H40	H02					07/07/2017		VL
7	H41	H02					07/07/2017		W
7	H42	H02					07/07/2017		VL
7	H43	H02					07/07/2017		X
7	H44	H02					07/07/2017		VL
7	H45	H02					07/07/2017		B3
7	H46	H02					07/07/2017		B3
7	H47	H02					07/07/2017		W
7	H48	H02					07/07/2017		W
7	H49	H02					07/07/2017		W
7	H50	H02					07/07/2017		FL
7	H51	H02					07/07/2017		X
7	H52	H02					07/07/2017		W
7	H53	H02					07/07/2017		VL
7	H54	H02					07/07/2017		W
7	H55	H02					07/07/2017		W
7	H56	H02					07/07/2017		W
7	H57	H02					07/07/2017		X
7	H58	H02					07/07/2017		X
7	H59	H02					07/07/2017		VL
7	H60	H02					07/07/2017		B1
7	H61	H03					07/07/2017		W
7	H62	H03					07/07/2017		W
7	H63	H03					07/07/2017		W/G
7	H64	H03					07/07/2017		X
7	H65	H03					07/07/2017		W
7	H66	H03					07/07/2017		VL
7	H67	H03					07/07/2017		W
7	H68	H03					07/07/2017		W
7	H69	H03					07/07/2017		X
7	H70	H03					07/07/2017		W
7	H71	H03					07/07/2017		W
7	H72	H03					07/07/2017		W/G
7	H73	H03					07/07/2017		W
7	H74	H03					07/07/2017		W
7	H75	H03					07/07/2017		W
7	H76	H03					07/07/2017		W
7	H77	H03					07/07/2017		VL
7	H78	H03					07/07/2017		W
7	H79	H03					07/07/2017		W
7	H80	H03					07/07/2017		W
7	H81	H03					07/07/2017		W
7	H82	H03					07/07/2017		W100
7	H83	H03					07/07/2017		VL
7	H84	H03					07/07/2017		W
7	H85	H03					07/07/2017		X
7	H86	H03					07/07/2017		VL
7	H87	H03					07/07/2017		W
7	H88	H03					07/07/2017		W
7	H89	H03					07/07/2017		W
7	H90	H03					07/07/2017		W
7	H91	H04					06/07/2017		W100
7	H92	H04					06/07/2017		W
7	H93	H04					06/07/2017		W
7	H94	H04					06/07/2017		VL
7	H95	H04					06/07/2017		X
7	H96	H04					06/07/2017		W
7	H97	H04					06/07/2017		VL
7	H98	H04					06/07/2017		VL
7	H99	H04					06/07/2017		W
7	H400	H04					06/07/2017		W
7	H401	H04					06/07/2017		W
7	H402	H04					06/07/2017		W
7	H403	H04					06/07/2017		W
7	H404	H04					06/07/2017		W
7	H405	H04					06/07/2017		W
7	H406	H04					06/07/2017		B1
7	H407	H04					06/07/2017		W
7	H408	H04					06/07/2017		W
7	H409	H04					06/07/2017		W
7	H410	H04					06/07/2017		B2
7	H411	H04					06/07/2017		B3
7	H412	H04					06/07/2017		VL
7	H413	H04					06/07/2017		VL
7	H414	H04					06/07/2017		FL
7	H415	H04					06/07/2017		VS
7	H416	H04					06/07/2017		W
7	H417	H04					06/07/2017		VL
7	H418	H04					06/07/2017		W
7	H419	H04					06/07/2017		VL
7	H420	H05					06/07/2017		W
7	H421	H05					06/07/2017		W
7	H422	H05					06/07/2017		W
7	H423	H05					06/07/2017		W
7	H424	H05					06/07/2017		W
7	H425	H05					06/07/2017		W
