"id.x" "x.x" "y.x" "plot.x" "temp1.x" "id.y" "x.y" "y.y" "plot.y" "temp1.y" "dist" "temp_diff"
"2946" "H1104" 9.15 2.8 "HC4" 5.6 "H1123" 12.6 9.1 "HC4" 8 7.18279193628773 2.4
"3320" "H1104" 9.15 2.8 "HC4" 5.6 "H894" 1.25 0.85 "HC4" 6.5 8.13710636528736 0.9
"3321" "H1104" 9.15 2.8 "HC4" 5.6 "H895" 1.95 1.15 "HC4" 6.3 7.38664335134708 0.7
"3322" "H1104" 9.15 2.8 "HC4" 5.6 "H896" 0.1 1.7 "HC4" 4.1 9.11660572801084 1.5
"3323" "H1104" 9.15 2.8 "HC4" 5.6 "H897" 10.4 -0.05 "HC4" 5.8 3.11207326391909 0.2
"3324" "H1104" 9.15 2.8 "HC4" 5.6 "H898" 0.25 3.95 "HC4" 5.7 8.97399019388811 0.100000000000001
"3325" "H1104" 9.15 2.8 "HC4" 5.6 "H899" 1.15 4.05 "HC4" 5.2 8.09706737035082 0.399999999999999
"3340" "H1105" 15.3 0.45 "HC4" 6.1 "H1100" 1.2 3.25 "HC4" 5 14.3753260832581 1.1
"3341" "H1105" 15.3 0.45 "HC4" 6.1 "H1101" 3.3 2.45 "HC4" 4.6 12.1655250605964 1.5
"3342" "H1105" 15.3 0.45 "HC4" 6.1 "H1102" 2.3 2.3 "HC4" 5.9 13.1309748305295 0.199999999999999
"3343" "H1105" 15.3 0.45 "HC4" 6.1 "H1103" 2.3 2.2 "HC4" 6.3 13.1172596223449 0.2
"3344" "H1105" 15.3 0.45 "HC4" 6.1 "H1104" 9.15 2.8 "HC4" 5.6 6.58369197335355 0.5
"3346" "H1105" 15.3 0.45 "HC4" 6.1 "H1106" 15.75 1.15 "HC4" 6.7 0.832165848854661 0.600000000000001
"3347" "H1105" 15.3 0.45 "HC4" 6.1 "H1107" 16 1.1 "HC4" 6.7 0.95524865872714 0.600000000000001
"3348" "H1105" 15.3 0.45 "HC4" 6.1 "H1108" 13.15 8.55 "HC4" 7 8.38048327962058 0.9
"3349" "H1105" 15.3 0.45 "HC4" 6.1 "H1109" 13.3 8.7 "HC4" 7.2 8.48896342317482 1.1
"3350" "H1105" 15.3 0.45 "HC4" 6.1 "H1110" 13.15 8.9 "HC4" 7.6 8.71923161752227 1.5
"3351" "H1105" 15.3 0.45 "HC4" 6.1 "H1111" 8.65 9 "HC4" 6.6 10.8316665384418 0.5
"3352" "H1105" 15.3 0.45 "HC4" 6.1 "H1112" 8 8.3 "HC4" 6 10.7197248099007 0.0999999999999996
"3353" "H1105" 15.3 0.45 "HC4" 6.1 "H1113" 8.05 7.5 "HC4" 6 10.1126158831432 0.0999999999999996
"3354" "H1105" 15.3 0.45 "HC4" 6.1 "H1114" 7.95 7.5 "HC4" 6.8 10.1845471180608 0.7
"3355" "H1105" 15.3 0.45 "HC4" 6.1 "H1115" 7.95 7 "HC4" 7 9.84504951739706 0.9
"3356" "H1105" 15.3 0.45 "HC4" 6.1 "H1116" 6.8 8.2 "HC4" 6.6 11.5027170703273 0.5
"3357" "H1105" 15.3 0.45 "HC4" 6.1 "H1117" 6.1 5.5 "HC4" 5 10.4948797039318 1.1
"3358" "H1105" 15.3 0.45 "HC4" 6.1 "H1118" 5.8 8.2 "HC4" 5.9 12.2601998352392 0.199999999999999
"3359" "H1105" 15.3 0.45 "HC4" 6.1 "H1119" 5.3 7.7 "HC4" 6 12.3516193270356 0.0999999999999996
"3360" "H1105" 15.3 0.45 "HC4" 6.1 "H1120" 2.6 7.4 "HC4" 4.8 14.4773098329766 1.3
"3361" "H1105" 15.3 0.45 "HC4" 6.1 "H1121" 0.4 5.8 "HC4" 5.7 15.8313770721312 0.399999999999999
"3362" "H1105" 15.3 0.45 "HC4" 6.1 "H1122" 9.5 8.9 "HC4" 6.4 10.2490243438095 0.300000000000001
"3363" "H1105" 15.3 0.45 "HC4" 6.1 "H1123" 12.6 9.1 "HC4" 8 9.06159478237689 1.9
"3737" "H1105" 15.3 0.45 "HC4" 6.1 "H894" 1.25 0.85 "HC4" 6.5 14.0556927968706 0.4
"3738" "H1105" 15.3 0.45 "HC4" 6.1 "H895" 1.95 1.15 "HC4" 6.3 13.3683394630747 0.2
"3739" "H1105" 15.3 0.45 "HC4" 6.1 "H896" 0.1 1.7 "HC4" 4.1 15.2513114190223 2
"3740" "H1105" 15.3 0.45 "HC4" 6.1 "H897" 10.4 -0.05 "HC4" 5.8 4.9254441424099 0.3
"3741" "H1105" 15.3 0.45 "HC4" 6.1 "H898" 0.25 3.95 "HC4" 5.7 15.4516180382509 0.399999999999999
"3742" "H1105" 15.3 0.45 "HC4" 6.1 "H899" 1.15 4.05 "HC4" 5.2 14.6007705276126 0.899999999999999
"3757" "H1106" 15.75 1.15 "HC4" 6.7 "H1100" 1.2 3.25 "HC4" 5 14.7007652862019 1.7
"3758" "H1106" 15.75 1.15 "HC4" 6.7 "H1101" 3.3 2.45 "HC4" 4.6 12.5176874861134 2.1
"3759" "H1106" 15.75 1.15 "HC4" 6.7 "H1102" 2.3 2.3 "HC4" 5.9 13.4990740423186 0.8
"3760" "H1106" 15.75 1.15 "HC4" 6.7 "H1103" 2.3 2.2 "HC4" 6.3 13.4909228742885 0.4
"3761" "H1106" 15.75 1.15 "HC4" 6.7 "H1104" 9.15 2.8 "HC4" 5.6 6.80312428226914 1.1
"3762" "H1106" 15.75 1.15 "HC4" 6.7 "H1105" 15.3 0.45 "HC4" 6.1 0.832165848854661 0.600000000000001
"3764" "H1106" 15.75 1.15 "HC4" 6.7 "H1107" 16 1.1 "HC4" 6.7 0.254950975679639 0
"3765" "H1106" 15.75 1.15 "HC4" 6.7 "H1108" 13.15 8.55 "HC4" 7 7.84346862045103 0.3
"3766" "H1106" 15.75 1.15 "HC4" 6.7 "H1109" 13.3 8.7 "HC4" 7.2 7.93756889733878 0.5
"3767" "H1106" 15.75 1.15 "HC4" 6.7 "H1110" 13.15 8.9 "HC4" 7.6 8.174503042999 0.899999999999999
"3768" "H1106" 15.75 1.15 "HC4" 6.7 "H1111" 8.65 9 "HC4" 6.6 10.5845406135552 0.100000000000001
"3769" "H1106" 15.75 1.15 "HC4" 6.7 "H1112" 8 8.3 "HC4" 6 10.5444298091457 0.7
"3770" "H1106" 15.75 1.15 "HC4" 6.7 "H1113" 8.05 7.5 "HC4" 6 9.98060619401447 0.7
"3771" "H1106" 15.75 1.15 "HC4" 6.7 "H1114" 7.95 7.5 "HC4" 6.8 10.0579570490234 0.0999999999999996
"3772" "H1106" 15.75 1.15 "HC4" 6.7 "H1115" 7.95 7 "HC4" 7 9.75 0.3
"3773" "H1106" 15.75 1.15 "HC4" 6.7 "H1116" 6.8 8.2 "HC4" 6.6 11.3931997261524 0.100000000000001
"3774" "H1106" 15.75 1.15 "HC4" 6.7 "H1117" 6.1 5.5 "HC4" 5 10.5851310809078 1.7
"3775" "H1106" 15.75 1.15 "HC4" 6.7 "H1118" 5.8 8.2 "HC4" 5.9 12.1944659579663 0.8
"3776" "H1106" 15.75 1.15 "HC4" 6.7 "H1119" 5.3 7.7 "HC4" 6 12.3330855830972 0.7
"3777" "H1106" 15.75 1.15 "HC4" 6.7 "H1120" 2.6 7.4 "HC4" 4.8 14.5597046673344 1.9
"3778" "H1106" 15.75 1.15 "HC4" 6.7 "H1121" 0.4 5.8 "HC4" 5.7 16.0388590616665 1
"3779" "H1106" 15.75 1.15 "HC4" 6.7 "H1122" 9.5 8.9 "HC4" 6.4 9.95615387586994 0.3
"3780" "H1106" 15.75 1.15 "HC4" 6.7 "H1123" 12.6 9.1 "HC4" 8 8.55131568824353 1.3
"4154" "H1106" 15.75 1.15 "HC4" 6.7 "H894" 1.25 0.85 "HC4" 6.5 14.50310311623 0.2
"4155" "H1106" 15.75 1.15 "HC4" 6.7 "H895" 1.95 1.15 "HC4" 6.3 13.8 0.4
"4156" "H1106" 15.75 1.15 "HC4" 6.7 "H896" 0.1 1.7 "HC4" 4.1 15.6596615544526 2.6
"4157" "H1106" 15.75 1.15 "HC4" 6.7 "H897" 10.4 -0.05 "HC4" 5.8 5.48292804986533 0.9
"4158" "H1106" 15.75 1.15 "HC4" 6.7 "H898" 0.25 3.95 "HC4" 5.7 15.7508729916789 1
"4159" "H1106" 15.75 1.15 "HC4" 6.7 "H899" 1.15 4.05 "HC4" 5.2 14.8852275763591 1.5
"4174" "H1107" 16 1.1 "HC4" 6.7 "H1100" 1.2 3.25 "HC4" 5 14.955350213218 1.7
"4175" "H1107" 16 1.1 "HC4" 6.7 "H1101" 3.3 2.45 "HC4" 4.6 12.771550414887 2.1
"4176" "H1107" 16 1.1 "HC4" 6.7 "H1102" 2.3 2.3 "HC4" 5.9 13.7524543264102 0.8
"4177" "H1107" 16 1.1 "HC4" 6.7 "H1103" 2.3 2.2 "HC4" 6.3 13.7440896388229 0.4
"4178" "H1107" 16 1.1 "HC4" 6.7 "H1104" 9.15 2.8 "HC4" 5.6 7.05779710674655 1.1
"4179" "H1107" 16 1.1 "HC4" 6.7 "H1105" 15.3 0.45 "HC4" 6.1 0.95524865872714 0.600000000000001
"4180" "H1107" 16 1.1 "HC4" 6.7 "H1106" 15.75 1.15 "HC4" 6.7 0.254950975679639 0
"4182" "H1107" 16 1.1 "HC4" 6.7 "H1108" 13.15 8.55 "HC4" 7 7.97652806677191 0.3
"4183" "H1107" 16 1.1 "HC4" 6.7 "H1109" 13.3 8.7 "HC4" 7.2 8.06535802057168 0.5
"4184" "H1107" 16 1.1 "HC4" 6.7 "H1110" 13.15 8.9 "HC4" 7.6 8.30436632139985 0.899999999999999
"4185" "H1107" 16 1.1 "HC4" 6.7 "H1111" 8.65 9 "HC4" 6.6 10.7903892422841 0.100000000000001
"4186" "H1107" 16 1.1 "HC4" 6.7 "H1112" 8 8.3 "HC4" 6 10.762899237659 0.7
"4187" "H1107" 16 1.1 "HC4" 6.7 "H1113" 8.05 7.5 "HC4" 6 10.2060031354101 0.7
"4188" "H1107" 16 1.1 "HC4" 6.7 "H1114" 7.95 7.5 "HC4" 6.8 10.2840896534404 0.0999999999999996
"4189" "H1107" 16 1.1 "HC4" 6.7 "H1115" 7.95 7 "HC4" 7 9.98060619401447 0.3
"4190" "H1107" 16 1.1 "HC4" 6.7 "H1116" 6.8 8.2 "HC4" 6.6 11.6211014968462 0.100000000000001
"4191" "H1107" 16 1.1 "HC4" 6.7 "H1117" 6.1 5.5 "HC4" 5 10.8337435819757 1.7
"4192" "H1107" 16 1.1 "HC4" 6.7 "H1118" 5.8 8.2 "HC4" 5.9 12.4277914369368 0.8
"4193" "H1107" 16 1.1 "HC4" 6.7 "H1119" 5.3 7.7 "HC4" 6 12.5717938258627 0.7
"4194" "H1107" 16 1.1 "HC4" 6.7 "H1120" 2.6 7.4 "HC4" 4.8 14.8070928949608 1.9
"4195" "H1107" 16 1.1 "HC4" 6.7 "H1121" 0.4 5.8 "HC4" 5.7 16.2926363735278 1
"4196" "H1107" 16 1.1 "HC4" 6.7 "H1122" 9.5 8.9 "HC4" 6.4 10.1533245786787 0.3
"4197" "H1107" 16 1.1 "HC4" 6.7 "H1123" 12.6 9.1 "HC4" 8 8.69252552484029 1.3
"4571" "H1107" 16 1.1 "HC4" 6.7 "H894" 1.25 0.85 "HC4" 6.5 14.7521184919319 0.2
"4572" "H1107" 16 1.1 "HC4" 6.7 "H895" 1.95 1.15 "HC4" 6.3 14.0500889676899 0.4
"4573" "H1107" 16 1.1 "HC4" 6.7 "H896" 0.1 1.7 "HC4" 4.1 15.9113167274113 2.6
"4574" "H1107" 16 1.1 "HC4" 6.7 "H897" 10.4 -0.05 "HC4" 5.8 5.71686102682232 0.9
"4575" "H1107" 16 1.1 "HC4" 6.7 "H898" 0.25 3.95 "HC4" 5.7 16.0057802059131 1
"4576" "H1107" 16 1.1 "HC4" 6.7 "H899" 1.15 4.05 "HC4" 5.2 15.1401783344847 1.5
"4591" "H1108" 13.15 8.55 "HC4" 7 "H1100" 1.2 3.25 "HC4" 5 13.0725858191867 2
"4592" "H1108" 13.15 8.55 "HC4" 7 "H1101" 3.3 2.45 "HC4" 4.6 11.5858750209037 2.4
"4593" "H1108" 13.15 8.55 "HC4" 7 "H1102" 2.3 2.3 "HC4" 5.9 12.5213817128941 1.1
"4594" "H1108" 13.15 8.55 "HC4" 7 "H1103" 2.3 2.2 "HC4" 6.3 12.5715949664313 0.7
"4595" "H1108" 13.15 8.55 "HC4" 7 "H1104" 9.15 2.8 "HC4" 5.6 7.00446286306095 1.4
"4596" "H1108" 13.15 8.55 "HC4" 7 "H1105" 15.3 0.45 "HC4" 6.1 8.38048327962058 0.9
"4597" "H1108" 13.15 8.55 "HC4" 7 "H1106" 15.75 1.15 "HC4" 6.7 7.84346862045103 0.3
"4598" "H1108" 13.15 8.55 "HC4" 7 "H1107" 16 1.1 "HC4" 6.7 7.97652806677191 0.3
"4600" "H1108" 13.15 8.55 "HC4" 7 "H1109" 13.3 8.7 "HC4" 7.2 0.212132034355964 0.2
"4601" "H1108" 13.15 8.55 "HC4" 7 "H1110" 13.15 8.9 "HC4" 7.6 0.35 0.6
"4602" "H1108" 13.15 8.55 "HC4" 7 "H1111" 8.65 9 "HC4" 6.6 4.5224440295044 0.4
"4603" "H1108" 13.15 8.55 "HC4" 7 "H1112" 8 8.3 "HC4" 6 5.15606439059871 1
"4604" "H1108" 13.15 8.55 "HC4" 7 "H1113" 8.05 7.5 "HC4" 6 5.20696648731293 1
"4605" "H1108" 13.15 8.55 "HC4" 7 "H1114" 7.95 7.5 "HC4" 6.8 5.30495051814812 0.2
"4606" "H1108" 13.15 8.55 "HC4" 7 "H1115" 7.95 7 "HC4" 7 5.42609435966608 0
"4607" "H1108" 13.15 8.55 "HC4" 7 "H1116" 6.8 8.2 "HC4" 6.6 6.35963835449784 0.4
"4608" "H1108" 13.15 8.55 "HC4" 7 "H1117" 6.1 5.5 "HC4" 5 7.68147121325075 2
"4609" "H1108" 13.15 8.55 "HC4" 7 "H1118" 5.8 8.2 "HC4" 5.9 7.35832861457002 1.1
"4610" "H1108" 13.15 8.55 "HC4" 7 "H1119" 5.3 7.7 "HC4" 6 7.89588500422847 1
"4611" "H1108" 13.15 8.55 "HC4" 7 "H1120" 2.6 7.4 "HC4" 4.8 10.6124926383956 2.2
"4612" "H1108" 13.15 8.55 "HC4" 7 "H1121" 0.4 5.8 "HC4" 5.7 13.0431974607456 1.3
"4613" "H1108" 13.15 8.55 "HC4" 7 "H1122" 9.5 8.9 "HC4" 6.4 3.66674242345982 0.6
"4614" "H1108" 13.15 8.55 "HC4" 7 "H1123" 12.6 9.1 "HC4" 8 0.777817459305202 1
"4988" "H1108" 13.15 8.55 "HC4" 7 "H894" 1.25 0.85 "HC4" 6.5 14.1739197119216 0.5
"4989" "H1108" 13.15 8.55 "HC4" 7 "H895" 1.95 1.15 "HC4" 6.3 13.4238593556399 0.7
"4990" "H1108" 13.15 8.55 "HC4" 7 "H896" 0.1 1.7 "HC4" 4.1 14.73855488167 2.9
"4991" "H1108" 13.15 8.55 "HC4" 7 "H897" 10.4 -0.05 "HC4" 5.8 9.02898111638296 1.2
"4992" "H1108" 13.15 8.55 "HC4" 7 "H898" 0.25 3.95 "HC4" 5.7 13.6956197377118 1.3
"4993" "H1108" 13.15 8.55 "HC4" 7 "H899" 1.15 4.05 "HC4" 5.2 12.8160056179763 1.8
"5008" "H1109" 13.3 8.7 "HC4" 7.2 "H1100" 1.2 3.25 "HC4" 5 13.2707384873638 2.2
"5009" "H1109" 13.3 8.7 "HC4" 7.2 "H1101" 3.3 2.45 "HC4" 4.6 11.7924764150708 2.6
"5010" "H1109" 13.3 8.7 "HC4" 7.2 "H1102" 2.3 2.3 "HC4" 5.9 12.7263506159464 1.3
"5011" "H1109" 13.3 8.7 "HC4" 7.2 "H1103" 2.3 2.2 "HC4" 6.3 12.7769323391806 0.9
"5012" "H1109" 13.3 8.7 "HC4" 7.2 "H1104" 9.15 2.8 "HC4" 5.6 7.21335566848052 1.6
"5013" "H1109" 13.3 8.7 "HC4" 7.2 "H1105" 15.3 0.45 "HC4" 6.1 8.48896342317482 1.1
"5014" "H1109" 13.3 8.7 "HC4" 7.2 "H1106" 15.75 1.15 "HC4" 6.7 7.93756889733878 0.5
"5015" "H1109" 13.3 8.7 "HC4" 7.2 "H1107" 16 1.1 "HC4" 6.7 8.06535802057168 0.5
"5016" "H1109" 13.3 8.7 "HC4" 7.2 "H1108" 13.15 8.55 "HC4" 7 0.212132034355964 0.2
"5018" "H1109" 13.3 8.7 "HC4" 7.2 "H1110" 13.15 8.9 "HC4" 7.6 0.250000000000001 0.399999999999999
"5019" "H1109" 13.3 8.7 "HC4" 7.2 "H1111" 8.65 9 "HC4" 6.6 4.65966737010272 0.600000000000001
"5020" "H1109" 13.3 8.7 "HC4" 7.2 "H1112" 8 8.3 "HC4" 6 5.31507290636732 1.2
"5021" "H1109" 13.3 8.7 "HC4" 7.2 "H1113" 8.05 7.5 "HC4" 6 5.38539692130487 1.2
"5022" "H1109" 13.3 8.7 "HC4" 7.2 "H1114" 7.95 7.5 "HC4" 6.8 5.48292804986533 0.4
"5023" "H1109" 13.3 8.7 "HC4" 7.2 "H1115" 7.95 7 "HC4" 7 5.61359955821574 0.2
"5024" "H1109" 13.3 8.7 "HC4" 7.2 "H1116" 6.8 8.2 "HC4" 6.6 6.51920240520265 0.600000000000001
"5025" "H1109" 13.3 8.7 "HC4" 7.2 "H1117" 6.1 5.5 "HC4" 5 7.87908624143688 2.2
"5026" "H1109" 13.3 8.7 "HC4" 7.2 "H1118" 5.8 8.2 "HC4" 5.9 7.51664818918645 1.3
"5027" "H1109" 13.3 8.7 "HC4" 7.2 "H1119" 5.3 7.7 "HC4" 6 8.06225774829855 1.2
"5028" "H1109" 13.3 8.7 "HC4" 7.2 "H1120" 2.6 7.4 "HC4" 4.8 10.7786826653353 2.4
"5029" "H1109" 13.3 8.7 "HC4" 7.2 "H1121" 0.4 5.8 "HC4" 5.7 13.2219514444729 1.5
"5030" "H1109" 13.3 8.7 "HC4" 7.2 "H1122" 9.5 8.9 "HC4" 6.4 3.80525951808809 0.8
"5031" "H1109" 13.3 8.7 "HC4" 7.2 "H1123" 12.6 9.1 "HC4" 8 0.806225774829856 0.8
"5405" "H1109" 13.3 8.7 "HC4" 7.2 "H894" 1.25 0.85 "HC4" 6.5 14.3814116136073 0.7
"5406" "H1109" 13.3 8.7 "HC4" 7.2 "H895" 1.95 1.15 "HC4" 6.3 13.6317643758979 0.9
"5407" "H1109" 13.3 8.7 "HC4" 7.2 "H896" 0.1 1.7 "HC4" 4.1 14.9412181564958 3.1
"5408" "H1109" 13.3 8.7 "HC4" 7.2 "H897" 10.4 -0.05 "HC4" 5.8 9.21805293974818 1.4
"5409" "H1109" 13.3 8.7 "HC4" 7.2 "H898" 0.25 3.95 "HC4" 5.7 13.887584383182 1.5
"5410" "H1109" 13.3 8.7 "HC4" 7.2 "H899" 1.15 4.05 "HC4" 5.2 13.0094196642279 2
"5425" "H1110" 13.15 8.9 "HC4" 7.6 "H1100" 1.2 3.25 "HC4" 5 13.2183584457375 2.6
"5426" "H1110" 13.15 8.9 "HC4" 7.6 "H1101" 3.3 2.45 "HC4" 4.6 11.7739118393166 3
"5427" "H1110" 13.15 8.9 "HC4" 7.6 "H1102" 2.3 2.3 "HC4" 5.9 12.6997047209768 1.7
"5428" "H1110" 13.15 8.9 "HC4" 7.6 "H1103" 2.3 2.2 "HC4" 6.3 12.7519606335653 1.3
"5429" "H1110" 13.15 8.9 "HC4" 7.6 "H1104" 9.15 2.8 "HC4" 5.6 7.29451848993475 2
"5430" "H1110" 13.15 8.9 "HC4" 7.6 "H1105" 15.3 0.45 "HC4" 6.1 8.71923161752227 1.5
"5431" "H1110" 13.15 8.9 "HC4" 7.6 "H1106" 15.75 1.15 "HC4" 6.7 8.174503042999 0.899999999999999
"5432" "H1110" 13.15 8.9 "HC4" 7.6 "H1107" 16 1.1 "HC4" 6.7 8.30436632139985 0.899999999999999
"5433" "H1110" 13.15 8.9 "HC4" 7.6 "H1108" 13.15 8.55 "HC4" 7 0.35 0.6
"5434" "H1110" 13.15 8.9 "HC4" 7.6 "H1109" 13.3 8.7 "HC4" 7.2 0.250000000000001 0.399999999999999
"5436" "H1110" 13.15 8.9 "HC4" 7.6 "H1111" 8.65 9 "HC4" 6.6 4.50111097397076 1
"5437" "H1110" 13.15 8.9 "HC4" 7.6 "H1112" 8 8.3 "HC4" 6 5.18483365210496 1.6
"5438" "H1110" 13.15 8.9 "HC4" 7.6 "H1113" 8.05 7.5 "HC4" 6 5.28866712887094 1.6
"5439" "H1110" 13.15 8.9 "HC4" 7.6 "H1114" 7.95 7.5 "HC4" 6.8 5.3851648071345 0.8
"5440" "H1110" 13.15 8.9 "HC4" 7.6 "H1115" 7.95 7 "HC4" 7 5.53624421426656 0.6
"5441" "H1110" 13.15 8.9 "HC4" 7.6 "H1116" 6.8 8.2 "HC4" 6.6 6.38846616959032 1
"5442" "H1110" 13.15 8.9 "HC4" 7.6 "H1117" 6.1 5.5 "HC4" 5 7.82703647621499 2.6
"5443" "H1110" 13.15 8.9 "HC4" 7.6 "H1118" 5.8 8.2 "HC4" 5.9 7.38325808840515 1.7
"5444" "H1110" 13.15 8.9 "HC4" 7.6 "H1119" 5.3 7.7 "HC4" 6 7.9411900871343 1.6
"5445" "H1110" 13.15 8.9 "HC4" 7.6 "H1120" 2.6 7.4 "HC4" 4.8 10.6561015385553 2.8
"5446" "H1110" 13.15 8.9 "HC4" 7.6 "H1121" 0.4 5.8 "HC4" 5.7 13.1214519013713 1.9
"5447" "H1110" 13.15 8.9 "HC4" 7.6 "H1122" 9.5 8.9 "HC4" 6.4 3.65 1.2
"5448" "H1110" 13.15 8.9 "HC4" 7.6 "H1123" 12.6 9.1 "HC4" 8 0.585234995535982 0.4
"5822" "H1110" 13.15 8.9 "HC4" 7.6 "H894" 1.25 0.85 "HC4" 6.5 14.3670630262417 1.1
"5823" "H1110" 13.15 8.9 "HC4" 7.6 "H895" 1.95 1.15 "HC4" 6.3 13.6199302494543 1.3
"5824" "H1110" 13.15 8.9 "HC4" 7.6 "H896" 0.1 1.7 "HC4" 4.1 14.9044456455113 3.5
"5825" "H1110" 13.15 8.9 "HC4" 7.6 "H897" 10.4 -0.05 "HC4" 5.8 9.36295893401226 1.8
"5826" "H1110" 13.15 8.9 "HC4" 7.6 "H898" 0.25 3.95 "HC4" 5.7 13.8171089595472 1.9
"5827" "H1110" 13.15 8.9 "HC4" 7.6 "H899" 1.15 4.05 "HC4" 5.2 12.9430483271909 2.4
"5842" "H1111" 8.65 9 "HC4" 6.6 "H1100" 1.2 3.25 "HC4" 5 9.41089793802908 1.6
"5843" "H1111" 8.65 9 "HC4" 6.6 "H1101" 3.3 2.45 "HC4" 4.6 8.45724541443608 2
"5844" "H1111" 8.65 9 "HC4" 6.6 "H1102" 2.3 2.3 "HC4" 5.9 9.23106169408481 0.699999999999999
"5845" "H1111" 8.65 9 "HC4" 6.6 "H1103" 2.3 2.2 "HC4" 6.3 9.3038970329642 0.3
"5846" "H1111" 8.65 9 "HC4" 6.6 "H1104" 9.15 2.8 "HC4" 5.6 6.22012861603359 1
"5847" "H1111" 8.65 9 "HC4" 6.6 "H1105" 15.3 0.45 "HC4" 6.1 10.8316665384418 0.5
"5848" "H1111" 8.65 9 "HC4" 6.6 "H1106" 15.75 1.15 "HC4" 6.7 10.5845406135552 0.100000000000001
"5849" "H1111" 8.65 9 "HC4" 6.6 "H1107" 16 1.1 "HC4" 6.7 10.7903892422841 0.100000000000001
"5850" "H1111" 8.65 9 "HC4" 6.6 "H1108" 13.15 8.55 "HC4" 7 4.5224440295044 0.4
"5851" "H1111" 8.65 9 "HC4" 6.6 "H1109" 13.3 8.7 "HC4" 7.2 4.65966737010272 0.600000000000001
"5852" "H1111" 8.65 9 "HC4" 6.6 "H1110" 13.15 8.9 "HC4" 7.6 4.50111097397076 1
"5854" "H1111" 8.65 9 "HC4" 6.6 "H1112" 8 8.3 "HC4" 6 0.95524865872714 0.6
"5855" "H1111" 8.65 9 "HC4" 6.6 "H1113" 8.05 7.5 "HC4" 6 1.61554944214035 0.6
"5856" "H1111" 8.65 9 "HC4" 6.6 "H1114" 7.95 7.5 "HC4" 6.8 1.65529453572468 0.2
"5857" "H1111" 8.65 9 "HC4" 6.6 "H1115" 7.95 7 "HC4" 7 2.11896201004171 0.4
"5858" "H1111" 8.65 9 "HC4" 6.6 "H1116" 6.8 8.2 "HC4" 6.6 2.01556443707464 0
"5859" "H1111" 8.65 9 "HC4" 6.6 "H1117" 6.1 5.5 "HC4" 5 4.33041568443493 1.6
"5860" "H1111" 8.65 9 "HC4" 6.6 "H1118" 5.8 8.2 "HC4" 5.9 2.96015202312314 0.699999999999999
"5861" "H1111" 8.65 9 "HC4" 6.6 "H1119" 5.3 7.7 "HC4" 6 3.59339672176619 0.6
"5862" "H1111" 8.65 9 "HC4" 6.6 "H1120" 2.6 7.4 "HC4" 4.8 6.25799488654313 1.8
"5863" "H1111" 8.65 9 "HC4" 6.6 "H1121" 0.4 5.8 "HC4" 5.7 8.84886998435394 0.899999999999999
"5864" "H1111" 8.65 9 "HC4" 6.6 "H1122" 9.5 8.9 "HC4" 6.4 0.855862138431184 0.199999999999999
"5865" "H1111" 8.65 9 "HC4" 6.6 "H1123" 12.6 9.1 "HC4" 8 3.95126562002607 1.4
"6239" "H1111" 8.65 9 "HC4" 6.6 "H894" 1.25 0.85 "HC4" 6.5 11.0082923289673 0.0999999999999996
"6240" "H1111" 8.65 9 "HC4" 6.6 "H895" 1.95 1.15 "HC4" 6.3 10.3204893294843 0.3
"6241" "H1111" 8.65 9 "HC4" 6.6 "H896" 0.1 1.7 "HC4" 4.1 11.2424419055648 2.5
"6242" "H1111" 8.65 9 "HC4" 6.6 "H897" 10.4 -0.05 "HC4" 5.8 9.21764612034982 0.8
"6243" "H1111" 8.65 9 "HC4" 6.6 "H898" 0.25 3.95 "HC4" 5.7 9.80114789195633 0.899999999999999
"6244" "H1111" 8.65 9 "HC4" 6.6 "H899" 1.15 4.05 "HC4" 5.2 8.9862394804501 1.4
"6259" "H1112" 8 8.3 "HC4" 6 "H1100" 1.2 3.25 "HC4" 5 8.47009445047692 1
"6260" "H1112" 8 8.3 "HC4" 6 "H1101" 3.3 2.45 "HC4" 4.6 7.50416550990182 1.4
"6261" "H1112" 8 8.3 "HC4" 6 "H1102" 2.3 2.3 "HC4" 5.9 8.27586853448023 0.0999999999999996
"6262" "H1112" 8 8.3 "HC4" 6 "H1103" 2.3 2.2 "HC4" 6.3 8.34865258589672 0.3
"6263" "H1112" 8 8.3 "HC4" 6 "H1104" 9.15 2.8 "HC4" 5.6 5.61894118139708 0.4
"6264" "H1112" 8 8.3 "HC4" 6 "H1105" 15.3 0.45 "HC4" 6.1 10.7197248099007 0.0999999999999996
"6265" "H1112" 8 8.3 "HC4" 6 "H1106" 15.75 1.15 "HC4" 6.7 10.5444298091457 0.7
"6266" "H1112" 8 8.3 "HC4" 6 "H1107" 16 1.1 "HC4" 6.7 10.762899237659 0.7
"6267" "H1112" 8 8.3 "HC4" 6 "H1108" 13.15 8.55 "HC4" 7 5.15606439059871 1
"6268" "H1112" 8 8.3 "HC4" 6 "H1109" 13.3 8.7 "HC4" 7.2 5.31507290636732 1.2
"6269" "H1112" 8 8.3 "HC4" 6 "H1110" 13.15 8.9 "HC4" 7.6 5.18483365210496 1.6
"6270" "H1112" 8 8.3 "HC4" 6 "H1111" 8.65 9 "HC4" 6.6 0.95524865872714 0.6
"6272" "H1112" 8 8.3 "HC4" 6 "H1113" 8.05 7.5 "HC4" 6 0.801560977094071 0
